DATE: 2022-02-08 11:47:44 pm|Action: addAppointmentMTLA1212|MTLA121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLA121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-08 11:47:58 pm|Action: addAppointmentMTLA1212|SHEA121212|SURGEON | Parameters: USER:sheserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-08 11:47:58 pm|Action: addAppointmentMTLA1212|SHEA121212|SURGEON | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 11:47:07 am|Action: addAppointmentMTLA1212|MTLA121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLA121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 11:47:37 am|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:MONserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 11:47:37 am|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:QUEserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:07:57 pm|Action: addAppointmentMTLA1212|MTLA121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLA121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:08:19 pm|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:MONserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:08:19 pm|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:QUEserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:08:24 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-19 10:50:47 am|Action: Appointment BookedQUEE121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-19 10:51:06 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:51:06 am|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:51:06 am|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-19 10:51:06 am|Action: Appointment BookedQUEN121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON | Action Status: Success | Resonse: TRUE
DATE: 2022-02-19 10:51:06 am|Action: Appointment BookedQUEN121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-19 10:51:26 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN, QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:51:26 am|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN, QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:51:26 am|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-19 10:51:26 am|Action: Appointment BookedQUEA121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: DENTIST | Action Status: Success | Resonse: TRUE
DATE: 2022-02-19 10:51:26 am|Action: Appointment BookedQUEA121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-19 10:52:07 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN, QUEN121212SURGEON, QUEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:52:07 am|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN, QUEN121212SURGEON, QUEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:52:07 am|Action: Appointment BookedSHEE121212 | Parameters: USER: sheserverMTLA1212/ AppointmentId: SHEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-19 10:52:07 am|Action: Appointment BookedSHEE121212 | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-19 10:53:26 am|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-19 10:53:26 am|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-19 10:53:26 am|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-19 10:53:50 am|Action: getAppointmentSchedule | Parameters: USER:allservernull | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:53:50 am|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-19 10:53:50 am|Action: Appointment BookedQUEE121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-19 10:53:50 am|Action: Appointment BookedQUEE121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-19 10:54:07 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:54:07 am|Action: getAppointmentSchedule | Parameters: USER:allservernull[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:54:07 am|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-19 10:54:07 am|Action: Appointment BookedQUEN121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON | Action Status: Success | Resonse: TRUE
DATE: 2022-02-19 10:54:07 am|Action: Appointment BookedQUEN121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-19 10:54:20 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN, QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:54:20 am|Action: getAppointmentSchedule | Parameters: USER:allservernull[QUEE121212PHYSICIAN, QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:54:20 am|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-19 10:54:20 am|Action: Appointment BookedQUEA121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: DENTIST | Action Status: Success | Resonse: TRUE
DATE: 2022-02-19 10:54:20 am|Action: Appointment BookedQUEA121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-19 10:54:32 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN, QUEN121212SURGEON, QUEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-19 10:54:32 am|Action: getAppointmentSchedule | Parameters: USER:allservernull[QUEE121212PHYSICIAN, QUEN121212SURGEON, QUEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 06:27:52 pm|Action: getAppointmentSchedule | Parameters: USER:allservernull | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 06:27:52 pm|Action: Appointment BookedSHEE121212 | Parameters: USER: sheserverMTLA1212/ AppointmentId: SHEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 06:27:52 pm|Action: Appointment BookedSHEE121212 | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 06:27:57 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 06:27:57 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 06:27:57 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='9}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 08:52:47 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 08:52:47 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 08:52:47 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 08:53:09 pm|Action: getAppointmentSchedule | Parameters: USER:allservernull | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:53:09 pm|Action: Appointment BookedMTLE140222 | Parameters: USER: mtlserverMTLA1212/ AppointmentId: MTLE140222/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 08:54:05 pm|Action: Appointment CancelledMTLE140222 | Parameters: USER: MONserverMTLA1212/ AppointmentId: MTLE140222/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: true
DATE: 2022-02-22 08:54:05 pm|Action: Appointment BookedSHEN121212 | Parameters: USER: sheserverMTLA1212/ AppointmentId: SHEN121212/ AppointmentType: SURGEON | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 08:54:18 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:54:18 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[][SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:54:25 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 08:54:25 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 08:54:25 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='9}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 08:58:24 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:58:24 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[][SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:58:24 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 08:58:24 pm|Action: Appointment BookedQUEN121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 08:58:24 pm|Action: Appointment BookedQUEN121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 08:59:07 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:59:07 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:59:07 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[][QUEN121212SURGEON][SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:59:36 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:59:36 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:59:36 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[][QUEN121212SURGEON][SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:59:36 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 08:59:36 pm|Action: Appointment BookedQUEA121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: DENTIST | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 08:59:36 pm|Action: Appointment BookedQUEA121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 08:59:54 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON, QUEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:59:54 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 08:59:54 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[][QUEN121212SURGEON, QUEA121212DENTIST][SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 09:02:53 pm|Action: Appointment CancelledQUEN121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON | Action Status: Success | Resonse: true
DATE: 2022-02-22 09:37:25 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 09:37:26 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 09:37:26 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 09:38:14 pm|Action: getAppointmentSchedule | Parameters: USER:allservernull | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 09:38:14 pm|Action: Appointment BookedMTLE140222 | Parameters: USER: mtlserverMTLA1212/ AppointmentId: MTLE140222/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 09:38:58 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 09:38:58 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 09:38:58 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='9}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 09:39:23 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 09:39:23 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 09:39:23 pm|Action: Appointment BookedQUEN121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 09:39:23 pm|Action: Appointment BookedQUEN121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 09:39:51 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 09:39:51 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 09:39:51 pm|Action: Appointment BookedSHEA121212 | Parameters: USER: sheserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 09:39:51 pm|Action: Appointment BookedSHEA121212 | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 09:40:21 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 09:40:21 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 09:40:21 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEN121212SURGEON][SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 09:42:02 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 09:42:02 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 09:42:02 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='9}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='9}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='9}}}
